R021.0	조조의 삼남(모친 변씨). 무용이⏎뛰어나 맨손으로 맹수를 쓰러뜨렸다는⏎맹장. 「황수아」라 불렸다. 한중⏎쟁탈전에서 적에 쫓기던 부친을 구했다
R022.0	오의 장수. 모친의 권유로 북해 태수⏎공융을 구했다. 후에 유요를 섬겼으나⏎유요가 손책에게 패하자 귀순했다.⏎손권을 따라 합비를 치다 전사했다
R023.0	촉한의 장수. 유표를 섬긴 뒤 한현⏎휘하에서 관우와 격전. 유비에게 귀순⏎후에도 군을 이끌고 활약했다. 유비가⏎한중왕이 되자 오호대장에 임명되었다
R024.0	위의 장수. 조조의 사촌 동생. 온갖⏎무예에 통달했고 궁술, 승마에 능했다.⏎적벽대전 후에는 형주를 지켰다.⏎조비 때에는 위의 대사마를 지냈다
R025.0	위의 장수. 원소 휘하였으나 곽도의⏎모략에 몰려 고람과 함께 조조에게⏎귀순했다. 주로 촉한과 싸우며 활약.⏎가정 전투에선 마속을 포위해 격파했다
R026.0	촉한의 장수. 사촌 형 마초와 함께⏎유비에게 귀순했다. 남정, 북벌에서⏎군을 이끌고 활약했다. 제갈량 사후⏎모반한 위연을 베었다. 촉한 평북장군
R027.0	후한의 서량 태수. 후한 초기의 명장⏎마원의 자손. 동승 등과 함께 조조⏎주살을 꾀했다. 후에 조조가 도읍으로⏎부르자 다시 꾀했으나 발각돼 처형됐다
R028.0	위의 장수. 마초의 부하였으나 마초가⏎장로 밑에 있을 때 병에 걸려 주종의⏎연이 끊겼다. 후에 조조를 섬겨 관우를⏎상대로 분투했다
R029.0	남만의 왕. 유비 사후 촉에 반란을⏎일으켰다. 원정 온 제갈량과 싸웠으나⏎일곱 번 잡혔다가 일곱 번 풀려났다.⏎일곱 번째에는 진심으로 귀순했다
R030.0	오의 장수. 무용 일변도였으나 손권의⏎충고로 학문에 힘써 지용을 겸비한⏎명장이 되었다. 도독으로서 군을 지휘,⏎형주를 탈환하고 관우를 사로잡았다
R031.0	촉한의 신하. 원래 유표의 막객으로⏎흉마 적로의 내력과 채모의 유비 암살⏎계획을 몰래 알렸다. 적벽대전 후⏎정식으로 유비를 섬겼다. 언변에 능함
R032.0	후한의 남양 태수. 원소의 이복동생.⏎손책에게 병사를 빌려주고 담보로⏎옥새를 맡았다. 이를 손에 쥐고 스스로⏎황제를 칭했으나 악정 탓에 멸망했다
R033.0	원소의 차남. 유주자사. 조조에게 패해⏎찾아온 동생 원상을 맞았으나 부하의⏎배반으로 오환에 도망. 요동 공손강을⏎의지했으나 목이 베여 조조에게 보내짐
R034.0	원소의 삼남. 용모가 뛰어나 원소의⏎총애를 받았다. 원소 사후 후계를 두고⏎맏형 원담과 다퉜다. 조조에게 패하자⏎유주자사인 둘째 형 원희에게 의지했다
R035.0	원소의 장남. 청주자사. 원소 사후⏎막내 원상이 멋대로 계승하자 다퉜으나⏎패했다. 조조에게 원조를 청해 원상은⏎이겼으나 결국 조조에게 죽임을 당했다
R036.0	촉한 초대 황제. 전한 중산정왕 유승의⏎후예라 한다. 의용군을 결성해 황건적⏎토벌에 참가, 각지를 전전해 마침내⏎삼국의 일각을 차지했다. 촉한 소열제
R037.0	위의 장수. 양봉 휘하의 장수였으나⏎만총의 설득으로 조조에게 귀순했다.⏎지용이 뛰어나 조조군의 주축으로⏎각지를 전전했다. 위의 평남장군
R038.0	후한의 북평 태수. 유비와 함께⏎노식에게 배웠다. 흰 말로만 편성된⏎정예 부대 「백마의종」을 이끌고 황건⏎토벌과 이민족 제압에서 활약했다
R039.0	사마휘의 문하생. 격검의 달인. 유비의⏎군사로 활약했으나 조조에게 모친이⏎붙잡혀 어쩔 수 없이 조조를 섬겼다.⏎유비에게 「와룡」 제갈량을 천거했다
R040.0	유표의 신하. 괴량의 동생. 조조군이⏎쳐들어오자 후계자 유종에게 항복을⏎권했다. 조조는 「형주보다 괴월을⏎얻은 것이 기쁘다」며 높이 평가했다
R041.0	유표의 신하. 괴월의 형. 유표를⏎보좌하며 활약했다. 손견이 형주를⏎치자 무장 여공에게 계책을 주어⏎매복해 돌과 화살로 손견을 전사시켰다
R042.0	위의 신하. 이각을 섬기다 미움을 사⏎장수의 참모가 됨. 적확한 계책으로⏎조조군을 누차 격파한 책사. 후에 주군⏎장수와 함께 조조에게 귀순. 위의 태위
R043.0	조조 휘하의 신하. 뛰어난 지략과⏎판단력으로 신뢰받았다. 하북 평정 중⏎38세에 병사했다. 적벽 패전 후 조조는⏎「곽가가 있었다면」 하고 탄식했다
R044.0	조조의 신하. 조조에게서 「나의⏎자방(전한의 명군사 장량)이로다」라는⏎평을 받은 현사. 조조의 위공 즉위에⏎반대한 직후 병사했으나 자살설도 있다
R045.0	촉한의 승상. 별명은 와룡. 삼고초려로⏎유비를 섬겨 외교, 내정에 비범한⏎재능을 발휘했다. 다섯 차례 북벌을⏎감행하다 오장원에서 쓰러졌다. 충무후
R046.0	오의 신하. 제갈량의 형. 노숙의⏎천거로 출사했다. 도량이 넓고⏎온후독실해 손권이 깊이 신뢰했다.⏎촉한과 오의 관계 원활화에 힘썼다
R047.0	위의 장수. 조조의 사촌 동생. 조인과⏎함께 조조의 거병에 참가했다. 군의⏎중핵으로 각지를 전전하며 활약. 조비⏎즉위 후 위장군, 표기장군을 역임했다
R048.0	조조의 사남(모친 변씨). 조비와⏎후계자 자리를 다퉜다. 시문에 재능이⏎있어 많은 시를 남겼다. 사후에도 두보⏎이전까지 「시성」으로 추앙받았다
R049.0	위의 신하. 조씨 4대를 섬겨 진 왕조의⏎토대를 쌓았다. 촉한과의 싸움에서는⏎수세로 일관해 승리했다. 조상과 다퉈⏎실권을 장악. 진 건국 후 선제로 추존
R050.0	유장의 신하. 장로의 촉 침공을 막고자⏎범용한 유장 대신 유비를 촉주로⏎삼으려 분주했다. 그러나 계획이⏎발각돼 유장에게 반역자로 처형되었다
R051.0	위의 신하. 원래 후한의 회계 태수.⏎조조를 섬겨 화흠과 함께 헌제에게⏎양위를 강요. 위수 전투에서 제갈량과⏎설전에 나섰다가 일축당해 분사했다
R052.0	장사 태수. 부하 장수 황충이 관우를⏎쏘아 맞히지 않자 내통을 의심하여⏎처형하려 했으나 직전에 위연에게⏎살해되었다. 성격이 급했다
R053.0	후한의 기주목. 군을 이끌고 반동탁⏎동맹에 참가했다. 동맹 결렬 후⏎근거지를 찾던 원소에게 기주를 빼앗겨⏎처자를 버리고 장막에게 몸을 의탁했다
R054.0	후한의 동군 태수. 군을 이끌고 반동탁⏎동맹에 참가했다. 동맹 결렬 후 유대가⏎병량을 빌려 달라 청했으나 거절한⏎탓에 살해되었다. 교현의 조카
R055.0	무릉 태수. 장비가 무릉에 쳐들어왔을⏎때 부하 공지의 만류를 뿌리치고⏎출진했다. 장비에게 패해 성으로⏎돌아오다 공지의 화살에 맞아 사망했다
R056.0	위의 신하. 천수 태수. 등애의 지시로⏎촉한 토벌에 참가했다. 면죽 전투에서⏎촉장 제갈첨을 깨고 성을 함락했다.⏎촉한 멸망 후 임지인 천수로 돌아갔다
R057.0	후한의 예주자사. 군을 이끌고 반동탁⏎동맹에 참가했다. 정사에 따르면 인물⏎비평이나 청담고론에는 능했지만 군의⏎지휘관으로서는 무능했다고 한다
R058.0	후한의 북해 태수. 공자의 20대손.⏎「건안칠자」의 일원. 반동탁 동맹군에⏎참가했다. 후에 조조를 섬겼으나 유비⏎토벌을 간한 탓에 처형되었다
R059.0	위 2대 황제 명제. 사마의, 조진 등을⏎중용해 촉한, 오와 싸웠다. 제갈량이⏎죽자 안심했는지 만년엔 궁전 공사를⏎일삼으며 사치에 빠져 위를 쇠퇴시켰다
R060.0	위왕. 황건의 난 때 기도위로 토벌에⏎참가해 두각을 나타냈다. 동탁 사후⏎혼란한 대륙을 종횡하며 대국 위의⏎초석을 쌓았다. 무제로 추존되었다
R061.0	조조의 차남(모친 변씨). 위왕 자리를⏎잇자 헌제에게 선양을 강요해 제위를⏎빼앗아 위 초대 황제가 되었다. 촉한,⏎오를 쳤으나 성과는 없었다. 위 문제
R062.0	손자의 후예라 한다. 황건 토벌 등에서⏎활약해 장사 태수가 되었다. 반동탁⏎동맹군의 선봉을 맡았다. 원술, 유표와⏎싸우다 양양에서 전사. 시호는 무열제
R063.0	손견의 장남. 원술에게서 병사 3천을⏎빌려 거병했다. 단기간에 강동 일대를⏎평정해 「소패왕」이라 불렸다.⏎사냥 중 습격당해 그 상처로 요절했다
R064.0	오 초대 황제. 손견의 차남. 형 손책의⏎급사로 뒤를 이었다. 적벽대전에서는⏎조조의 대군을 상대로 승리했다. 229년⏎제위에 올라 오를 건국했다. 오 대제
R065.0	계양 태수. 적벽대전 뒤 계양에⏎쳐들어온 조운에게 항복했다. 조운에게⏎과부인 형수 번씨와의 혼담을 꺼냈다가⏎노여움을 샀다
R066.0	오두미도의 사군(교주). 한중군 일대에⏎세력을 쌓았다. 조조군에 패주했으나⏎창고를 태우지 않은 점을 인정받아⏎항복 후 진남장군에 임명되었다
R067.0	서주목. 반동탁 동맹에 이름을 올린⏎제후의 1명. 조조의 공격을 받아 공융,⏎유비에게 구원을 청했다. 그 후 병들어⏎유비에게 서주를 다스려 달라 간청했다
R068.0	후한의 병주자사. 하진의 부름에 응해⏎입경, 혼란을 틈타 권세를 잡았다.⏎소제 폐립, 장안 천도, 태사 자칭 등⏎포학을 일삼다 왕윤, 여포에게 죽었다
R069.0	동탁의 장수. 동탁 암살 후 동료 곽사⏎등과 함께 왕윤을 살해. 헌제를 끼고⏎정치를 전횡했다. 양표의 이간책으로⏎곽사와 싸우게 되어 결국 자멸했다
R070.0	후한의 익주목. 한실의 일원. 한실의⏎쇠퇴를 감지하고 「천자의 기운이⏎있다」는 파촉 땅에 주목으로 부임해⏎독자적인 세력을 쌓아 올렸다
R071.0	후한의 익주목. 유언의 아들. 장로의⏎침공에 대비해 형주의 유비를 불렀다.⏎그러나 도리어 유비군의 공격을 받자⏎백성의 고통을 걱정해 항복했다
R072.0	촉한 2대 황제. 범용하고 온후한 인물.⏎만년엔 주색에 빠져 환관 황호를 총애.⏎촉한을 멸망시킨 한 원인이 되었다.⏎아명 「아두」는 어리석음의 대명사
R073.0	영릉 태수. 쳐들어온 유비군에 맞서⏎아들 유현과 형도영을 출진시켰다.⏎유현이 패배하자 항복했다. 그대로⏎태수로 유임하라는 명을 받았다
R074.0	후한의 형주목. 명사의 대명사인⏎「강하팔준」의 일원. 중원의 혼란에도⏎형주를 안정시켰다. 우유부단한 성격⏎탓에 대륙 통일의 호기를 거듭 놓쳤다
R075.0	후한의 양주자사. 동향의 용장⏎태사자를 부하로 삼았으나 제대로 쓰지⏎못했다. 손책의 공격에 패해 예장으로⏎달아났다
R076.0	조조의 용장. 거병 때부터 조조를 따라⏎각지를 전전. 장료, 서황 등과 나란히⏎용명을 떨쳤으나 번성전에서 관우에게⏎항복. 조비에게 멸시당해 분사했다
R077.0	위의 장수. 사마의의 천거로⏎진서장군으로 승격해 진창성을 지켰다.⏎방어전에 능해 제갈량이 이끄는 30만⏎군을 3천 병사로 20일 이상 막아 냈다
R078.0	조조 휘하의 용장. 조조의 거병 때부터⏎따르며 각지를 전전했다. 장료, 우금,⏎서황, 장합과 나란히 위의 명장으로⏎칭송받았다
R079.0	원소 휘하의 모신. 관도대전 때 오소가⏎습격당하자 「지금이야말로 조조의⏎본진을 치라」고 진언, 패배를 불렀다.⏎원소 사후에는 원담의 참모가 되었다
R080.0	위, 촉한을 섬긴 무장. 하후연의 장남.⏎조상이 사마의에게 주살되자 위험을⏎느껴 촉한에 망명했다. 누이는 장비의⏎아내이고, 그 딸은 유선의 황후다
R081.0	촉한의 장수. 관우의 차남. 유비가 오⏎정벌군을 일으키자 이에 참가해 부친의⏎원수를 갚았다. 장비의 아들 장포와⏎의형제를 맺고 함께 북벌에서 활약했다
R082.0	촉한의 장수. 관우의 삼남. 형주가⏎함락될 때 다쳐 포가장으로 피해⏎요양했다. 남정 때 촉한에 돌아와⏎선봉을 맡아 계략으로 맹획을 잡았다
R083.0	후한의 병주자사. 의형제 마등이⏎조조에게 당하자 그 아들 마초와 거병.⏎그러나 이간책에 걸려 조조에게⏎항복하려다 마초에게 왼팔을 잘렸다
R084.0	촉한의 장수. 위를 섬겼으나 1차 북벌⏎때 촉한에 항복했다. 제갈량은 임종 때⏎그에게 자신의 병법을 맡겼다. 9차례⏎북벌을 감행해 국력 쇠퇴를 불렀다
R085.0	촉한의 장수. 유장의 인척. 유비가⏎촉을 침공했을 때 항복했다. 이후⏎유비의 부하로 활약했다. 누이동생은⏎유비의 아내(오부인)가 되었다
R086.0	연왕. 공손강의 아들. 위, 오의 혼란을⏎틈타 연왕을 자칭하고 위에 반기를⏎들었다. 사마의의 토벌군에 패해⏎항복도 거부당하고 도주 중 참살되었다
R087.0	유표의 장수. 형주 호족 출신. 유표의⏎후처 채부인의 동생. 유종을 후계로⏎세우려 걸림돌인 유비 암살을 꾀했으나⏎실패했다. 수군 지휘에 뛰어났다
R088.0	위의 신하. 사마의의 장남. 부친 사후⏎위의 대장군이 되어 위세를 떨쳤다.⏎조방을 폐해 관구검의 반란을 불렀다.⏎눈의 혹이 악화해 죽었다. 경제로 추존
R089.0	위의 신하. 사마의 차남. 형 사마사와⏎함께 권세를 떨쳤다. 형 사후 대장군⏎자리를 이었다. 263년 촉한을 평정해⏎진왕이 되었으나 병사. 문제로 추존
R090.0	오의 무장. 해적 동료 장흠과 함께⏎손책에게 귀순했다. 산적이 선성을⏎쳤을 때 중상을 입고도 손권을 구했다.⏎이릉대전에선 만족 장수 사마가를 벴다
R091.0	오의 장수. 주군 손책과 의형제. 그⏎유언으로 젊은 손권을 도왔고 적벽대전⏎때 수군 도독으로 조조의 대군을 격파.⏎용모가 수려해 미주랑이라 불렸다
R092.0	촉한의 신하. 유비의 형주 시절에⏎부하가 되어 내정에 재능을 발휘했다.⏎북벌 때는 후방에서 군을 지원했다.⏎제갈량 사후 대장군으로 국정을 맡았다
R093.0	위의 장수. 종요의 막내아들. 사마사,⏎사마소의 심복으로 활약. 등애와 함께⏎촉한을 멸했다. 항장 강유와 손잡고⏎독립을 꾀하다 실패해 위군에게 베였다
R094.0	오의 신하. 제갈근의 장남. 어려서부터⏎총명해 손권이 아꼈다. 육손 사후⏎태부가 되어 권력을 잡았으나 합비신성⏎패전으로 인망을 잃고 손준에게 암살됨
R095.0	위의 장수. 제갈량의 종제. 진동장군.⏎사마소의 전횡에 맞서 오의 도움으로⏎반란을 일으켰으나 실패해 전사했다.⏎그때 부하 수백 명도 그를 따라 죽었다
R096.0	원소의 신하. 순욱은 「고집이 세고⏎계책이 없다」고 평했다. 원소 사후⏎원상을 옹립. 조조군에 잡혀도 굴하지⏎않고 주군이 있는 북쪽을 향해 처형됨
R097.0	위의 장수. 조조의 일족. 조비 때⏎진남장군, 정동대장군을 역임했다.⏎오와의 전투에서 주방의 계략에 걸려⏎대패했다. 그 상심으로 사망했다
R098.0	위의 장수. 조조의 일족. 조비에게서⏎후사를 부탁받았다. 대도독으로 촉한의⏎북벌군과 싸웠으나 제갈량의 계책에⏎연패. 또 도발 편지를 받고 분사했다
R099.0	위의 무장. 조진의 장남. 사마의와⏎함께 어린 조방의 보좌를 명받았다.⏎사마의를 태부로 올려 실권을 잡았으나⏎사마의의 역습으로 삼족이 몰살당했다
R100.0	원소 휘하의 신하. 조조 토벌을 번번이⏎간했으나 묵살당하고 투옥되었다.⏎원소가 패하자 조조가 투항을 권했으나⏎거부하고 탈주하려다 살해되었다
R101.0	오의 신하. 장소와 함께 「이장」이라⏎불린 책사. 주유의 천거로 막료로⏎초빙되어 적벽, 합비 전투에 종군했다.⏎임종 때 손권에게 건업 천도를 권했다
R102.0	손권의 신하. 「이장」이라 불린 책사⏎중 1명. 주유의 천거로 손책이 막료로⏎초빙했다. 손책은 죽을 때 「내정은⏎모두 장소에게 물어라」라고 유언했다
R103.0	촉한의 장수. 장비의 장남. 부친 사후⏎유품 사모를 들고 달려와 이릉대전에서⏎첫 출진을 장식했다. 의형제 관흥과⏎함께 관우, 장비 사후의 군을 떠받쳤다
R104.0	후한의 중모 현령. 동탁 암살에 실패한⏎조조와 동행했으나 그의 비정함에 질려⏎결별했다. 여포의 모신이 되었으나⏎패해 잡히자 스스로 처형을 원했다
R105.0	위의 신하. 「구품관인(중정)법」을⏎제정해 위의 임관 제도를 정비했다.⏎조비 사후 진군대장군이 되어 사마의,⏎조진 등과 함께 조예를 보좌했다
R106.0	조조 휘하의 모신. 원래 이름은 정립.⏎해를 받드는 꿈을 꾸고 이름을 고쳤다.⏎순욱의 천거로 조조를 섬겨 군사로⏎활약했다. 신장 8척 3촌의 위장부
R107.0	원소 휘하의 모신. 순욱은 「강직해⏎주군을 거스른다」고 평했다. 조조와의⏎전쟁에 반대하며 지구책을 진언해⏎투옥되었다. 봉기의 참언으로 자살했다
R108.0	촉한의 무장. 마량의 동생. 유비는⏎「큰일을 맡길 수 없다」고 평했다.⏎남정 때 참모로 활약했으나 1차 북벌⏎때 명을 어겨 대패를 부르고 처형됐다
R109.0	촉한의 신하. 백미라 불린 준재. 동생⏎마속과 함께 유비를 섬겼다. 형주를⏎맡은 관우의 내정을 도왔다. 이릉대전⏎때 진영 도면을 제갈량에게 전했다
R110.0	촉한의 신하. 북벌 때는 장완 등과⏎함께 성도를 지키는 역할을 맡았다.⏎제갈량 사후에는 상서령이 되어 장완과⏎함께 촉한의 국정을 담당했다
R111.0	유표의 장수. 유종과 함께 조조에게⏎항복했으나 나라를 지키지 못했음을⏎부끄러워해 출사하지 않았다. 조조는⏎그 태도를 높이 사 강하 태수로 삼았다
R112.0	원소의 신하. 순욱의 평은 「용맹하나⏎남의 말을 듣지 않는다」. 경쟁심이⏎강해 전풍을 참소해 자결하게 했다.⏎원소 사후엔 원상을 후계자로 지지했다
R113.0	유비의 신하. 원래 유장의 신하. 장송⏎등과 유비의 입촉을 꾀했다. 모략에⏎능해 한중 공략 때 참모가 됐다. 그가⏎살았다면 이릉 패전은 없었다고도 한다
R114.0	유비의 모신. 제갈량과는 동문으로⏎와룡・봉추로 나란히 불렸다. 유비의⏎휘하에서 촉 공략의 총지휘를 맡았으나⏎전장에서 화살을 맞고 원통하게 죽었다
R115.0	유장, 유비, 조비로 주군을 바꾼 무장.⏎유비의 입촉에 공헌했으나 관우를⏎구하지 않고 위에 항복했다. 조비 사후⏎촉한에 돌아가려다 사마의에게 당했다
R116.0	조조 휘하의 신하. 후한의 태위 양표의⏎아들. 재능은 있었으나 조조가 꺼렸다.⏎원술의 조카여서라고도, 조식에게⏎꾀를 일러 주어서라고도 한다
R117.0	오의 장수. 손책의 사위. 여몽과 꾀해⏎관우를 쓰러뜨렸다. 이릉대전에선⏎대도독으로 촉한의 대군을 격파했다.⏎형주를 맡았고 후에 오의 승상이 됨
R118.0	촉한의 장수. 유장의 부하였으나 유비⏎입촉 때 귀순했다. 제갈량에게⏎「육손에 뒤지지 않는다」는 호평을⏎받았으나 북벌의 보급 실패로 실각했다
R119.0	동탁 휘하의 모신. 동탁의 사위. 많은⏎계책을 진언해 악정을 초래했다. 초선⏎등의 「연환계」를 간파했으나 말리지⏎못해 동탁 암살 후 같은 죄로 처형됐다
R120.0	유표의 장남. 동생 유종을 후계자로⏎삼으려는 계모 채부인이 목숨을 노리자⏎제갈량의 조언으로 강하 수비를 맡아⏎화를 피했다. 후에 형주자사가 되었다
R121.0	촉한의 장수. 원래 황건적. 천리행⏎중인 관우를 섬기려다 거절당했다.⏎후에 유비를 섬겨 각지를 전전. 촉한의⏎성립부터 멸망까지 살아남았다
R122.0	오의 무장. 능조의 아들. 오에 귀순한⏎감녕을 부친의 원수로 노렸다. 위의⏎장수 악진과 싸울 때 감녕이 목숨을⏎구해 주자 화해하고 친교를 맹세했다
R123.0	오의 신하. 주유의 천거로 손권을⏎섬겼다. 적벽대전 때 유비와 연합해⏎결전하자고 주장했다. 주유 사후⏎도독에 임명되었다. 육전에 능했다
R124.0	오의 무장. 위를 막는 거점인 유수의⏎수비를 담당했다. 조인이 이끄는 수만⏎군세를 5천 병사로 격파했다. 손권이⏎제위에 오르자 전장군에 임명되었다
R125.0	오의 장수. 적벽, 합비 공략, 형주⏎공략 등에 종군했다. 조비가 오를 쳤을⏎때 안동장군에 임명되어 오군을 지휘해⏎가짜 성벽으로 위군을 혼란시켜 이겼다
R126.0	위의 장수. 사마의에게 재능을⏎인정받아 촉한과의 싸움에서 활약했다.⏎종회와 손잡고 촉한을 멸했으나 종회와⏎대립. 잡혀 낙양으로 호송 중 암살됐다
R127.0	남만왕 맹획의 장수. 제3동의 두령.⏎촉한군과 싸우다 잡혔으나 풀려났다.⏎다시 출진하자 「수치도 모르느냐」고⏎매도당해 얼굴을 붉히며 군을 물렸다
R128.0	위의 산기상시. 조모는 그와 왕침,⏎왕경 등에게 사마소 주살을 의논했다.⏎후환을 두려워한 그는 왕침과 둘이서⏎사마소에게 이를 알렸다
R129.0	위의 태위. 등애와 종회가 촉 토벌에⏎나설 때 백관과 함께 전송했다.⏎후계를 고민하던 사마소를 장유유서로⏎설득해 장자 사마염을 지명하게 했다
R130.0	위의 시중. 왕경, 왕업과 함께 조모의⏎사마소 주살 의논 상대가 되었다.⏎왕경에게 피신을 권했으나 거절당해⏎왕업과 둘이서 사마소에게 알렸다
R131.0	사마소의 주부. 253년 사마소를 따라⏎철롱산에서 강유와 싸웠다. 물이⏎떨어지자 후한 경공의 고사를 본떠⏎샘에 기도하라고 진언했다
R132.0	남만왕 맹획의 장수. 제1동의 두령.⏎촉한군에 맞서려 아회남, 동도나와⏎함께 동을 나섰다. 야습을 받아 혼란에⏎빠진 틈에 조운에게 베였다
R133.0	위의 무장. 263년 종회와 등애가 촉을⏎토벌할 때 종회를 따른 장군 중 1명
